[2024-09-05 20:48:08] INFO: CheckM v1.2.2
[2024-09-05 20:48:08] INFO: checkm qa checkm_out/Xanthomonas.ms checkm_out
[2024-09-05 20:48:08] INFO: CheckM data: /data/djs217/checkm_data
[2024-09-05 20:48:08] INFO: [CheckM - qa] Tabulating genome statistics.
[2024-09-05 20:48:08] INFO: Calculating AAI between multi-copy marker genes.
[2024-09-05 20:48:08] INFO: Reading HMM info from file.
[2024-09-05 20:48:10] INFO: Parsing HMM hits to marker genes:
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                    Marker lineage   # genomes   # markers   # marker sets   0     1     2    3   4   5+   Completeness   Contamination   Strain heterogeneity  
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  GCA_030362765.2_ASM3036276v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362745.2_ASM3036274v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362725.2_ASM3036272v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362695.2_ASM3036269v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362685.2_ASM3036268v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362665.2_ASM3036266v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362645.2_ASM3036264v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362625.2_ASM3036262v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362595.2_ASM3036259v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362585.2_ASM3036258v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362565.2_ASM3036256v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362545.2_ASM3036254v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362525.2_ASM3036252v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362505.2_ASM3036250v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362465.2_ASM3036246v2_genomic     Xanthomonas (5)       16         1163          401        4    1157   2    0   0   0       99.89            0.16               0.00          
  GCA_030362435.2_ASM3036243v2_genomic     Xanthomonas (5)       16         1163          401        4    1157   2    0   0   0       99.89            0.16               0.00          
  GCA_030362425.2_ASM3036242v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362405.2_ASM3036240v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362385.2_ASM3036238v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
  GCA_030362315.2_ASM3036231v2_genomic     Xanthomonas (5)       16         1163          401        4    1159   0    0   0   0       99.89            0.00               0.00          
